,Home_code,Away_code,Venue_code,Matchweek,Season,HomeFullPoint,AwayFullPoint,HomeGoal,AwayGoal,HomeConceded,AwayConceded,pastHP,pastAP,pastHG,pastAG,pastHGC,pastAGC,HomeAvgPoint,AwayAvgPoint
494,14,16,14,12,2017,13.0,31.0,16.0,38.0,16.0,7.0,6.0,6.0,4.0,6.0,2.0,3.0,1.163265306122449,2.224489795918368
495,15,22,15,12,2017,19.0,13.0,21.0,9.0,17.0,11.0,1.0,1.0,7.0,1.0,1.0,2.0,1.9387755102040816,1.2040816326530612
496,17,19,17,12,2017,23.0,14.0,23.0,10.0,5.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,1.8775510204081636,1.2727272727272727
497,28,7,28,12,2017,10.0,22.0,9.0,19.0,14.0,10.0,6.0,6.0,2.0,2.0,4.0,0.0,1.1224489795918366,2.346938775510204
498,27,29,27,12,2017,15.0,9.0,17.0,11.0,21.0,23.0,1.0,1.0,2.0,3.0,4.0,6.0,1.1224489795918366,1.1020408163265305
499,4,23,4,12,2017,15.0,12.0,11.0,13.0,11.0,22.0,4.0,4.0,2.0,3.0,1.0,2.0,1.3636363636363635,1.1428571428571428
500,29,14,29,13,2017,9.0,13.0,11.0,16.0,25.0,18.0,1.0,1.0,1.0,2.0,6.0,4.0,1.08,1.14
501,8,23,8,13,2017,5.0,13.0,6.0,15.0,24.0,24.0,2.0,2.0,2.0,4.0,3.0,4.0,0.92,1.14
502,15,7,15,13,2017,22.0,25.0,24.0,23.0,17.0,10.0,6.0,6.0,7.0,5.0,1.0,0.0,1.96,2.36
503,17,4,17,13,2017,26.0,16.0,27.0,13.0,6.0,13.0,4.0,4.0,4.0,3.0,2.0,2.0,1.9,1.3333333333333333
504,19,27,19,13,2017,14.0,18.0,11.0,19.0,14.0,21.0,3.0,3.0,1.0,4.0,5.0,3.0,1.1666666666666667,1.16
505,25,2,25,13,2017,8.0,13.0,7.0,11.0,15.0,14.0,6.0,6.0,0.0,5.0,3.0,0.0,0.98,1.18
506,26,28,26,13,2017,23.0,10.0,20.0,9.0,9.0,18.0,0.0,0.0,1.0,0.0,2.0,5.0,2.18,1.1
507,5,0,5,13,2017,22.0,22.0,12.0,22.0,9.0,16.0,3.0,3.0,3.0,3.0,0.0,3.0,1.24,1.94
508,11,16,11,13,2017,15.0,34.0,8.0,40.0,17.0,7.0,6.0,6.0,1.0,5.0,4.0,1.0,1.25,2.24
509,22,9,22,13,2017,13.0,12.0,9.0,12.0,14.0,24.0,4.0,4.0,0.0,5.0,4.0,4.0,1.18,1.46
510,4,8,4,14,2017,16.0,8.0,13.0,8.0,14.0,25.0,4.0,4.0,2.0,4.0,3.0,3.0,1.2307692307692308,0.9607843137254902
511,14,26,14,14,2017,14.0,24.0,17.0,21.0,19.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,1.1372549019607845,2.156862745098039
512,27,17,27,14,2017,21.0,29.0,22.0,28.0,21.0,6.0,6.0,6.0,5.0,5.0,0.0,1.0,1.196078431372549,1.9215686274509804
513,28,19,28,14,2017,11.0,14.0,10.0,11.0,19.0,17.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0980392156862746,1.0769230769230769
514,0,11,0,14,2017,25.0,15.0,23.0,9.0,16.0,19.0,0.0,0.0,3.0,1.0,0.0,6.0,1.96078431372549,1.1538461538461535
515,2,5,2,14,2017,14.0,22.0,11.0,12.0,14.0,10.0,3.0,3.0,4.0,2.0,0.0,1.0,1.1764705882352942,1.2156862745098038
516,7,25,7,14,2017,26.0,9.0,24.0,7.0,11.0,15.0,1.0,1.0,5.0,0.0,1.0,2.0,2.333333333333333,0.9803921568627452
517,9,29,9,14,2017,12.0,10.0,13.0,12.0,28.0,26.0,1.0,1.0,3.0,1.0,6.0,3.0,1.431372549019608,1.0784313725490196
518,16,22,16,14,2017,37.0,16.0,42.0,13.0,8.0,15.0,3.0,3.0,4.0,4.0,1.0,4.0,2.2549019607843137,1.2156862745098038
519,23,15,23,14,2017,13.0,23.0,16.0,25.0,26.0,18.0,4.0,4.0,3.0,4.0,4.0,1.0,1.1176470588235294,1.9411764705882355
520,0,17,0,15,2017,28.0,32.0,28.0,32.0,16.0,8.0,6.0,6.0,6.0,5.0,0.0,2.0,1.9807692307692308,1.9423076923076923
521,4,15,4,15,2017,17.0,26.0,13.0,28.0,14.0,18.0,4.0,4.0,0.0,4.0,1.0,1.0,1.2142857142857142,1.9615384615384612
522,7,19,7,15,2017,29.0,15.0,25.0,13.0,11.0,19.0,1.0,1.0,2.0,2.0,1.0,5.0,2.3461538461538463,1.0714285714285714
523,9,11,9,15,2017,15.0,15.0,17.0,9.0,28.0,24.0,0.0,0.0,5.0,1.0,4.0,7.0,1.4615384615384617,1.0714285714285714
524,14,5,14,15,2017,17.0,25.0,19.0,14.0,20.0,11.0,3.0,3.0,3.0,2.0,2.0,2.0,1.1730769230769231,1.25
525,23,25,23,15,2017,13.0,9.0,16.0,7.0,29.0,16.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0961538461538465,0.9615384615384616
526,27,26,27,15,2017,21.0,24.0,24.0,22.0,25.0,12.0,1.0,1.0,5.0,2.0,4.0,3.0,1.1730769230769231,2.1153846153846154
527,28,8,28,15,2017,12.0,9.0,12.0,8.0,21.0,25.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0961538461538465,0.9615384615384616
528,2,22,2,15,2017,14.0,16.0,12.0,14.0,16.0,17.0,3.0,3.0,1.0,5.0,2.0,3.0,1.1538461538461535,1.1923076923076923
529,16,29,16,15,2017,40.0,10.0,44.0,12.0,9.0,30.0,1.0,1.0,4.0,1.0,2.0,5.0,2.269230769230769,1.0576923076923077
530,5,27,5,16,2017,25.0,22.0,14.0,25.0,12.0,26.0,1.0,1.0,2.0,3.0,2.0,5.0,1.2264150943396226,1.169811320754717
531,8,2,8,16,2017,10.0,15.0,8.0,13.0,25.0,17.0,1.0,1.0,0.0,2.0,0.0,3.0,0.9622641509433962,1.150943396226415
532,11,4,11,16,2017,15.0,17.0,9.0,14.0,26.0,19.0,1.0,1.0,0.0,1.0,7.0,5.0,1.0,1.1333333333333333
533,19,14,19,16,2017,15.0,20.0,14.0,20.0,22.0,20.0,6.0,6.0,3.0,3.0,5.0,1.0,1.0,1.2075471698113207
534,25,28,25,16,2017,9.0,13.0,8.0,12.0,18.0,21.0,2.0,2.0,1.0,2.0,3.0,2.0,0.9433962264150944,1.0943396226415094
535,26,23,26,16,2017,25.0,16.0,23.0,18.0,13.0,30.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0943396226415096,1.1320754716981132
536,29,7,29,16,2017,10.0,32.0,13.0,28.0,32.0,12.0,6.0,6.0,1.0,4.0,6.0,1.0,1.0377358490566038,2.358490566037736
537,15,9,15,16,2017,29.0,18.0,33.0,19.0,19.0,28.0,6.0,6.0,8.0,6.0,1.0,0.0,1.981132075471698,1.490566037735849
538,17,16,17,16,2017,35.0,43.0,35.0,46.0,9.0,10.0,6.0,6.0,7.0,4.0,3.0,2.0,1.962264150943396,2.2830188679245285
539,22,0,22,16,2017,17.0,28.0,15.0,29.0,18.0,19.0,3.0,3.0,2.0,6.0,3.0,3.0,1.1886792452830188,1.9433962264150944
540,5,23,5,17,2017,28.0,16.0,15.0,19.0,12.0,35.0,3.0,3.0,1.0,3.0,1.0,6.0,1.2592592592592593,1.1111111111111112
541,8,27,8,17,2017,11.0,22.0,10.0,25.0,27.0,27.0,1.0,1.0,2.0,1.0,2.0,2.0,0.9629629629629628,1.148148148148148
542,11,7,11,17,2017,18.0,32.0,11.0,28.0,26.0,13.0,3.0,3.0,2.0,3.0,2.0,2.0,1.125,2.314814814814815
543,15,28,15,17,2017,30.0,13.0,34.0,12.0,20.0,22.0,1.0,1.0,6.0,0.0,2.0,1.0,1.962962962962963,1.0740740740740742
544,17,2,17,17,2017,35.0,16.0,36.0,15.0,11.0,19.0,2.0,2.0,4.0,3.0,3.0,3.0,1.9259259259259256,1.148148148148148
545,19,9,19,17,2017,15.0,19.0,16.0,20.0,25.0,29.0,4.0,4.0,3.0,3.0,6.0,1.0,0.9375,1.4814814814814814
546,22,14,22,17,2017,18.0,23.0,16.0,23.0,19.0,22.0,6.0,6.0,2.0,4.0,2.0,2.0,1.1851851851851851,1.2407407407407407
547,25,16,25,17,2017,12.0,46.0,9.0,48.0,18.0,11.0,6.0,6.0,2.0,4.0,2.0,2.0,0.9814814814814816,2.2962962962962963
548,26,4,26,17,2017,28.0,17.0,28.0,14.0,14.0,21.0,0.0,0.0,6.0,1.0,2.0,7.0,2.111111111111111,1.0625
549,29,0,29,17,2017,13.0,29.0,14.0,30.0,32.0,20.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0740740740740742,1.9259259259259256
550,0,19,0,18,2017,30.0,15.0,30.0,16.0,20.0,26.0,0.0,0.0,1.0,2.0,1.0,4.0,1.9090909090909087,0.8823529411764706
551,4,5,4,18,2017,17.0,31.0,14.0,16.0,23.0,12.0,6.0,6.0,0.0,2.0,4.0,0.0,1.0,1.290909090909091
552,7,22,7,18,2017,35.0,18.0,31.0,17.0,14.0,23.0,1.0,1.0,3.0,2.0,2.0,5.0,2.327272727272727,1.1636363636363636
553,14,8,14,18,2017,26.0,14.0,27.0,12.0,23.0,28.0,4.0,4.0,7.0,4.0,3.0,3.0,1.2727272727272727,1.0
554,16,26,16,18,2017,49.0,31.0,52.0,30.0,11.0,14.0,6.0,6.0,6.0,7.0,1.0,1.0,2.309090909090909,2.1272727272727274
555,23,29,23,18,2017,16.0,14.0,19.0,14.0,36.0,32.0,4.0,4.0,1.0,1.0,6.0,0.0,1.0909090909090908,1.0727272727272728
556,27,11,27,18,2017,22.0,18.0,26.0,12.0,29.0,29.0,3.0,3.0,1.0,3.0,3.0,3.0,1.1272727272727272,1.0588235294117647
557,2,15,2,18,2017,16.0,31.0,15.0,34.0,20.0,20.0,2.0,2.0,2.0,1.0,3.0,1.0,1.1272727272727272,1.945454545454545
558,28,17,28,18,2017,14.0,38.0,12.0,37.0,22.0,11.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0727272727272728,1.945454545454545
559,9,25,9,18,2017,22.0,12.0,21.0,9.0,29.0,22.0,3.0,3.0,2.0,1.0,1.0,4.0,1.509090909090909,0.9636363636363636
560,0,15,0,19,2017,33.0,34.0,31.0,38.0,20.0,20.0,4.0,4.0,1.0,4.0,0.0,0.0,1.9285714285714288,1.9642857142857144
561,4,27,4,19,2017,18.0,22.0,14.0,27.0,23.0,33.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.1071428571428572
562,5,26,5,19,2017,32.0,31.0,16.0,31.0,12.0,18.0,3.0,3.0,1.0,3.0,0.0,4.0,1.2857142857142858,2.0892857142857144
563,9,7,9,19,2017,25.0,38.0,24.0,32.0,30.0,14.0,6.0,6.0,4.0,4.0,1.0,1.0,1.5357142857142858,2.3392857142857144
564,14,17,14,19,2017,26.0,41.0,27.0,39.0,26.0,12.0,6.0,6.0,4.0,3.0,4.0,1.0,1.25,1.9642857142857144
565,16,2,16,19,2017,52.0,16.0,56.0,15.0,12.0,24.0,0.0,0.0,8.0,0.0,1.0,5.0,2.321428571428572,1.1071428571428572
566,22,11,22,19,2017,18.0,21.0,17.0,16.0,24.0,30.0,3.0,3.0,1.0,5.0,5.0,4.0,1.1428571428571428,1.1666666666666667
567,23,28,23,19,2017,16.0,14.0,19.0,13.0,39.0,24.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0714285714285714,1.0535714285714286
568,25,8,25,19,2017,12.0,17.0,10.0,15.0,25.0,28.0,6.0,6.0,1.0,5.0,7.0,1.0,0.9464285714285714,1.0357142857142858
569,29,19,29,19,2017,17.0,15.0,17.0,16.0,32.0,27.0,0.0,0.0,3.0,0.0,0.0,2.0,1.1071428571428572,0.8333333333333334
570,2,29,2,20,2017,16.0,17.0,15.0,19.0,28.0,35.0,3.0,3.0,0.0,5.0,8.0,3.0,1.087719298245614,1.087719298245614
571,7,4,7,20,2017,39.0,21.0,32.0,15.0,14.0,23.0,4.0,4.0,1.0,1.0,0.0,0.0,2.3157894736842106,1.105263157894737
572,11,23,11,20,2017,22.0,19.0,17.0,22.0,31.0,40.0,3.0,3.0,5.0,3.0,2.0,4.0,1.1578947368421053,1.105263157894737
573,15,25,15,20,2017,35.0,13.0,41.0,11.0,23.0,26.0,1.0,1.0,7.0,2.0,3.0,4.0,1.947368421052632,0.9473684210526316
574,17,5,17,20,2017,42.0,32.0,41.0,16.0,14.0,15.0,1.0,1.0,4.0,0.0,3.0,3.0,1.947368421052632,1.263157894736842
575,26,22,26,20,2017,34.0,19.0,34.0,18.0,18.0,25.0,1.0,1.0,4.0,1.0,4.0,2.0,2.1052631578947367,1.1403508771929824
576,27,14,27,20,2017,22.0,27.0,27.0,29.0,34.0,28.0,1.0,1.0,1.0,2.0,5.0,5.0,1.087719298245614,1.2456140350877194
577,28,9,28,20,2017,14.0,26.0,14.0,24.0,27.0,30.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0350877192982455,1.5263157894736843
578,19,16,19,20,2017,18.0,55.0,19.0,60.0,29.0,12.0,6.0,6.0,3.0,8.0,3.0,1.0,0.9473684210526316,2.333333333333333
579,8,0,8,20,2017,18.0,34.0,16.0,34.0,29.0,23.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0350877192982455,1.912280701754386
580,2,9,2,21,2017,17.0,27.0,18.0,24.0,31.0,30.0,2.0,2.0,3.0,0.0,7.0,0.0,1.0862068965517242,1.5172413793103448
581,7,23,7,21,2017,42.0,20.0,34.0,23.0,14.0,41.0,4.0,4.0,2.0,4.0,0.0,2.0,2.327586206896552,1.103448275862069
582,11,5,11,21,2017,23.0,33.0,18.0,18.0,32.0,17.0,1.0,1.0,2.0,2.0,2.0,5.0,1.15,1.2586206896551724
583,15,14,15,21,2017,38.0,27.0,46.0,30.0,23.0,30.0,1.0,1.0,8.0,3.0,3.0,4.0,1.9655172413793105,1.2241379310344829
584,17,22,17,21,2017,43.0,19.0,43.0,20.0,16.0,30.0,1.0,1.0,4.0,3.0,4.0,6.0,1.9310344827586208,1.1206896551724137
585,19,4,19,21,2017,18.0,21.0,19.0,15.0,30.0,25.0,3.0,3.0,3.0,1.0,3.0,2.0,0.9,1.05
586,27,25,27,21,2017,25.0,13.0,29.0,11.0,35.0,31.0,1.0,1.0,2.0,1.0,2.0,6.0,1.1206896551724137,0.9310344827586208
587,8,16,8,21,2017,18.0,58.0,18.0,61.0,32.0,12.0,6.0,6.0,3.0,5.0,4.0,0.0,1.0172413793103448,2.3448275862068964
588,28,0,28,21,2017,15.0,37.0,14.0,37.0,27.0,25.0,4.0,4.0,1.0,6.0,3.0,5.0,1.0344827586206895,1.9310344827586208
589,4,2,4,21,2017,22.0,20.0,15.0,20.0,25.0,32.0,4.0,4.0,0.0,5.0,2.0,4.0,1.0476190476190477,1.11864406779661
590,5,15,5,22,2017,34.0,41.0,18.0,48.0,17.0,24.0,6.0,6.0,2.0,7.0,2.0,1.0,1.2542372881355932,1.9830508474576272
591,9,17,9,22,2017,27.0,44.0,25.0,43.0,32.0,16.0,2.0,2.0,1.0,2.0,2.0,2.0,1.4915254237288136,1.915254237288136
592,14,11,14,22,2017,27.0,24.0,31.0,18.0,32.0,32.0,2.0,2.0,2.0,1.0,4.0,1.0,1.2033898305084745,1.1428571428571428
593,23,19,23,22,2017,20.0,19.0,23.0,19.0,46.0,30.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0847457627118644,0.9047619047619048
594,16,27,16,22,2017,59.0,25.0,61.0,30.0,12.0,37.0,3.0,3.0,1.0,3.0,0.0,3.0,2.3220338983050848,1.1016949152542372
595,22,8,22,22,2017,20.0,19.0,20.0,18.0,30.0,32.0,1.0,1.0,2.0,2.0,5.0,3.0,1.11864406779661,1.0169491525423728
596,25,26,25,22,2017,16.0,37.0,13.0,39.0,32.0,20.0,6.0,6.0,2.0,8.0,6.0,2.0,0.9661016949152542,2.1206896551724137
597,29,28,29,22,2017,18.0,16.0,22.0,15.0,38.0,28.0,2.0,2.0,5.0,1.0,6.0,1.0,1.0862068965517242,1.0338983050847457
598,0,7,0,22,2017,38.0,45.0,38.0,39.0,26.0,14.0,6.0,6.0,4.0,7.0,3.0,0.0,1.915254237288136,2.3389830508474576
599,26,29,26,22,2017,40.0,21.0,41.0,24.0,20.0,39.0,4.0,4.0,7.0,5.0,2.0,4.0,2.135593220338983,1.11864406779661
600,7,14,7,23,2017,46.0,30.0,41.0,34.0,16.0,32.0,3.0,3.0,7.0,4.0,2.0,2.0,2.316666666666667,1.2333333333333334
601,8,5,8,23,2017,22.0,34.0,20.0,19.0,33.0,19.0,1.0,1.0,2.0,1.0,1.0,2.0,1.05,1.2333333333333334
602,11,29,11,23,2017,24.0,22.0,18.0,25.0,35.0,40.0,4.0,4.0,0.0,3.0,3.0,2.0,1.0909090909090908,1.1166666666666667
603,19,25,19,23,2017,22.0,16.0,20.0,13.0,30.0,34.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,0.95
604,26,9,26,23,2017,41.0,27.0,42.0,25.0,21.0,34.0,0.0,0.0,3.0,1.0,1.0,4.0,2.1166666666666667,1.4666666666666666
605,27,22,27,23,2017,25.0,20.0,31.0,21.0,40.0,32.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0833333333333333,1.1
606,28,4,28,23,2017,16.0,23.0,16.0,17.0,30.0,27.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0166666666666666,1.0454545454545454
607,2,0,2,23,2017,21.0,39.0,22.0,40.0,34.0,28.0,2.0,2.0,4.0,3.0,3.0,3.0,1.1166666666666667,1.9
608,15,16,15,23,2017,44.0,62.0,50.0,64.0,25.0,13.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.333333333333333
609,17,23,17,23,2017,47.0,20.0,45.0,23.0,16.0,47.0,0.0,0.0,2.0,0.0,0.0,6.0,1.9333333333333331,1.0666666666666669
610,0,8,0,24,2017,39.0,25.0,41.0,21.0,30.0,33.0,6.0,6.0,3.0,3.0,4.0,1.0,1.8688524590163933,1.0819672131147542
611,4,7,4,24,2017,23.0,47.0,17.0,41.0,29.0,16.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.295081967213114
612,5,17,5,24,2017,34.0,50.0,19.0,48.0,20.0,16.0,6.0,6.0,1.0,5.0,3.0,0.0,1.213114754098361,1.9508196721311477
613,9,28,9,24,2017,27.0,19.0,25.0,18.0,38.0,30.0,3.0,3.0,0.0,3.0,6.0,2.0,1.4426229508196722,1.0491803278688523
614,14,27,14,24,2017,31.0,26.0,34.0,33.0,32.0,42.0,1.0,1.0,3.0,3.0,0.0,5.0,1.2295081967213115,1.0819672131147542
615,16,19,16,24,2017,62.0,23.0,67.0,21.0,17.0,31.0,4.0,4.0,6.0,2.0,5.0,1.0,2.295081967213114,1.0
616,23,11,23,24,2017,20.0,24.0,23.0,19.0,50.0,39.0,0.0,0.0,0.0,1.0,4.0,7.0,1.0491803278688523,1.0434782608695652
617,29,2,29,24,2017,25.0,24.0,29.0,24.0,41.0,35.0,4.0,4.0,5.0,4.0,2.0,3.0,1.147540983606557,1.147540983606557
618,22,26,22,24,2017,21.0,44.0,23.0,46.0,34.0,21.0,4.0,4.0,3.0,5.0,4.0,1.0,1.098360655737705,2.1311475409836067
619,25,15,25,24,2017,17.0,47.0,14.0,54.0,35.0,28.0,6.0,6.0,1.0,6.0,3.0,4.0,0.9508196721311476,2.0163934426229506
620,11,15,11,25,2017,24.0,47.0,19.0,54.0,41.0,29.0,3.0,3.0,1.0,4.0,6.0,4.0,1.0,1.9838709677419355
621,25,0,25,25,2017,20.0,42.0,15.0,45.0,35.0,31.0,3.0,3.0,2.0,5.0,1.0,3.0,0.9838709677419356,1.8870967741935485
622,29,8,29,25,2017,26.0,25.0,30.0,22.0,42.0,37.0,3.0,3.0,5.0,2.0,2.0,4.0,1.1451612903225807,1.064516129032258
623,7,2,7,25,2017,50.0,25.0,45.0,25.0,16.0,36.0,4.0,4.0,4.0,3.0,0.0,2.0,2.306451612903226,1.1451612903225807
624,9,14,9,25,2017,28.0,34.0,26.0,36.0,39.0,32.0,4.0,4.0,1.0,2.0,5.0,0.0,1.435483870967742,1.2580645161290325
625,16,28,16,25,2017,65.0,20.0,70.0,19.0,18.0,31.0,4.0,4.0,6.0,3.0,5.0,1.0,2.306451612903226,1.0483870967741935
626,19,5,19,25,2017,23.0,34.0,22.0,19.0,34.0,21.0,0.0,0.0,2.0,0.0,4.0,2.0,0.9583333333333334,1.1935483870967742
627,22,4,22,25,2017,22.0,23.0,24.0,17.0,35.0,33.0,0.0,0.0,3.0,0.0,3.0,6.0,1.096774193548387,0.9583333333333334
628,23,27,23,25,2017,23.0,26.0,25.0,33.0,50.0,44.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0806451612903225,1.064516129032258
629,26,17,26,25,2017,45.0,53.0,47.0,49.0,22.0,16.0,6.0,6.0,5.0,4.0,1.0,0.0,2.1129032258064515,1.967741935483871
630,0,9,0,26,2017,42.0,31.0,46.0,28.0,34.0,40.0,4.0,4.0,5.0,3.0,4.0,2.0,1.8571428571428568,1.4603174603174602
631,2,23,2,26,2017,28.0,24.0,28.0,25.0,36.0,50.0,4.0,4.0,4.0,2.0,1.0,0.0,1.1746031746031746,1.0793650793650793
632,4,29,4,26,2017,24.0,27.0,18.0,31.0,34.0,43.0,2.0,2.0,1.0,2.0,5.0,2.0,0.96,1.1428571428571428
633,5,16,5,26,2017,35.0,68.0,20.0,73.0,22.0,18.0,6.0,6.0,1.0,6.0,2.0,1.0,1.1904761904761905,2.3174603174603177
634,14,25,14,26,2017,34.0,23.0,37.0,18.0,34.0,36.0,6.0,6.0,3.0,4.0,2.0,1.0,1.238095238095238,1.0158730158730158
635,17,11,17,26,2017,53.0,24.0,49.0,19.0,18.0,44.0,0.0,0.0,1.0,0.0,2.0,5.0,1.9365079365079363,0.96
636,28,22,28,26,2017,20.0,23.0,19.0,25.0,34.0,36.0,2.0,2.0,1.0,2.0,4.0,2.0,1.031746031746032,1.0952380952380951
637,8,19,8,26,2017,26.0,24.0,23.0,23.0,38.0,35.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0634920634920637,0.96
638,15,26,15,26,2017,50.0,48.0,57.0,49.0,29.0,22.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.126984126984127
639,27,7,27,26,2017,27.0,50.0,33.0,45.0,44.0,19.0,3.0,3.0,0.0,4.0,2.0,3.0,1.0634920634920637,2.2698412698412698
640,9,8,9,27,2017,31.0,27.0,29.0,24.0,45.0,39.0,2.0,2.0,3.0,2.0,6.0,2.0,1.4375,1.0625
641,16,14,16,27,2017,69.0,35.0,74.0,38.0,19.0,35.0,1.0,1.0,4.0,2.0,1.0,3.0,2.296875,1.234375
642,23,4,23,27,2017,24.0,27.0,26.0,21.0,52.0,35.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0625,1.0384615384615383
643,25,5,25,27,2017,24.0,36.0,19.0,21.0,37.0,23.0,2.0,2.0,4.0,2.0,2.0,2.0,1.015625,1.1875
644,26,0,26,27,2017,49.0,45.0,51.0,51.0,24.0,35.0,3.0,3.0,4.0,6.0,2.0,4.0,2.109375,1.875
645,29,27,29,27,2017,27.0,30.0,32.0,37.0,46.0,45.0,4.0,4.0,2.0,4.0,4.0,1.0,1.125,1.09375
646,11,2,11,27,2017,24.0,31.0,19.0,30.0,46.0,37.0,6.0,6.0,0.0,5.0,5.0,1.0,0.9230769230769232,1.203125
647,19,17,19,27,2017,25.0,56.0,24.0,51.0,36.0,18.0,3.0,3.0,2.0,2.0,2.0,2.0,0.9615384615384616,1.953125
648,22,15,22,27,2017,26.0,51.0,28.0,59.0,38.0,31.0,4.0,4.0,4.0,5.0,3.0,2.0,1.125,1.984375
649,7,28,7,27,2017,50.0,20.0,46.0,21.0,23.0,37.0,0.0,0.0,1.0,2.0,7.0,6.0,2.234375,1.015625
650,2,19,2,28,2017,31.0,28.0,31.0,25.0,41.0,36.0,4.0,4.0,3.0,2.0,5.0,1.0,1.1846153846153846,1.037037037037037
651,4,25,4,28,2017,28.0,27.0,22.0,20.0,36.0,37.0,4.0,4.0,4.0,2.0,2.0,1.0,1.037037037037037,1.0461538461538462
652,5,22,5,28,2017,36.0,26.0,21.0,28.0,24.0,40.0,3.0,3.0,1.0,3.0,2.0,4.0,1.1692307692307693,1.1076923076923078
653,14,23,14,28,2017,35.0,25.0,39.0,27.0,40.0,53.0,1.0,1.0,2.0,2.0,6.0,3.0,1.2153846153846153,1.0615384615384615
654,15,29,15,28,2017,54.0,30.0,61.0,34.0,31.0,46.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.1538461538461535
655,27,9,27,28,2017,30.0,34.0,37.0,32.0,47.0,46.0,3.0,3.0,4.0,4.0,3.0,6.0,1.0769230769230769,1.4615384615384617
656,28,11,28,28,2017,20.0,27.0,21.0,23.0,40.0,47.0,3.0,3.0,2.0,4.0,6.0,3.0,1.0,1.0
657,8,26,8,28,2017,27.0,52.0,25.0,52.0,42.0,24.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0461538461538462,2.123076923076923
658,17,7,17,28,2017,56.0,53.0,51.0,49.0,19.0,23.0,3.0,3.0,2.0,4.0,1.0,4.0,1.9230769230769231,2.246153846153846
659,0,16,0,28,2017,45.0,72.0,51.0,79.0,36.0,20.0,4.0,4.0,5.0,6.0,2.0,2.0,1.8461538461538465,2.3076923076923075
660,5,9,5,29,2017,37.0,34.0,22.0,32.0,25.0,47.0,3.0,3.0,1.0,3.0,2.0,2.0,1.1666666666666667,1.4393939393939394
661,14,2,14,29,2017,36.0,32.0,40.0,33.0,41.0,43.0,1.0,1.0,2.0,3.0,6.0,6.0,1.2121212121212122,1.181818181818182
662,15,19,15,29,2017,57.0,29.0,65.0,27.0,32.0,38.0,4.0,4.0,6.0,3.0,1.0,2.0,2.015151515151515,1.0357142857142858
663,22,23,22,29,2017,27.0,26.0,29.0,28.0,41.0,54.0,2.0,2.0,1.0,2.0,3.0,2.0,1.106060606060606,1.0606060606060606
664,25,29,25,29,2017,27.0,30.0,21.0,35.0,41.0,50.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0303030303030305,1.1363636363636365
665,26,11,26,29,2017,55.0,30.0,53.0,25.0,24.0,48.0,6.0,6.0,2.0,6.0,0.0,2.0,2.136363636363636,1.0714285714285714
666,27,28,27,29,2017,33.0,20.0,38.0,22.0,47.0,42.0,0.0,0.0,1.0,1.0,2.0,5.0,1.106060606060606,0.9848484848484848
667,4,0,4,29,2017,31.0,45.0,26.0,51.0,37.0,39.0,0.0,0.0,5.0,0.0,2.0,4.0,1.1071428571428572,1.818181818181818
668,16,7,16,29,2017,75.0,53.0,82.0,50.0,20.0,25.0,3.0,3.0,8.0,4.0,1.0,2.0,2.3181818181818183,2.212121212121212
669,8,17,8,29,2017,27.0,59.0,25.0,53.0,43.0,20.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0303030303030305,1.9393939393939397
670,7,8,7,30,2017,53.0,27.0,50.0,27.0,26.0,46.0,0.0,0.0,1.0,2.0,3.0,4.0,2.1791044776119404,1.0149253731343284
671,9,4,9,30,2017,34.0,34.0,33.0,28.0,49.0,38.0,6.0,6.0,1.0,6.0,3.0,2.0,1.417910447761194,1.1724137931034482
672,11,25,11,30,2017,30.0,30.0,25.0,25.0,50.0,42.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0344827586206895,1.0597014925373134
673,17,15,17,30,2017,62.0,60.0,56.0,67.0,22.0,32.0,6.0,6.0,5.0,6.0,3.0,1.0,1.955223880597015,2.029850746268657
