,pastHP-AP,pastHG-AG,pastAGC-HGC,pastHS-AS,pastHST-AST,pastASC-HSC,pastASTC-HSTC,HomeFullPoint,AwayFullPoint,HomeGoal,AwayGoal,HomeConceded,AwayConceded,HomeAvgPoint,AwayAvgPoint,FTR
931,-1.0205053446271122,-2.284922379461484,-1.9358924655635064,-1.3562793223154166,-1.8611464410982994,0.279746187950479,-0.4131080759864179,-1.234574446184467,0.49059511427788655,-1.1057055777457718,0.00711055059305813,0.6934495390262003,-1.0405944058313845,-0.6078677965854092,1.038491700239796,A
932,0.45916868785868914,1.2421139625690656,-0.7331585778165464,0.8175862355331956,0.07237933802814604,-0.6394636300686196,-0.24823123856390078,-0.463101261663114,-1.3039485389158039,-0.8771795950344383,-1.3979029939150796,-0.5290328116720212,-0.1904264442455197,-0.188749793684733,-1.6989479609485036,H
933,0.45916868785868914,0.458328108784499,0.4695753099304136,0.2741198460710426,-0.5721292550140024,0.7393510969600283,0.9059066233937191,0.3083719228582387,-0.7195186135462112,-0.4201276296117711,-0.9153730897405677,-0.25737006707241633,-0.04589789077592264,0.36750608516506067,-0.1632796950832925,A
934,-1.0205053446271122,-1.1092435987846343,0.4695753099304136,-1.6280125170464932,-1.538892144577225,-0.5475426482667098,-0.08335440114138365,-0.13246989686824837,-0.7195186135462112,-0.30586463825610427,-1.1282539298175585,-0.12153869477261389,-0.08840628885521573,-0.12492955233394838,-0.9344377853013206,A
935,-0.2806683283842115,0.06643518189221564,-0.33224728190089303,-1.265701590738391,-0.7332564032745396,-1.0071475572762592,-2.2267532876341063,0.08795101299499539,1.7007088421019851,-0.30586463825610427,0.4612563427573043,-0.8006955562716261,-1.8567556489538148,0.17797845885335825,2.537918109251045,A
936,-1.7603423608700128,-2.284922379461484,-0.33224728190089303,-0.45050200654516154,-0.08874781023239109,-0.6394636300686196,-1.4023691005215209,-0.3528908067314921,0.16056409759858747,-0.9914425863901051,-0.3334987935301268,-0.3932014393722188,-0.22443316270895414,-0.3459190447724869,0.3545428119188759,A
937,-2.130260868991463,-1.8930294525692009,-1.5349811696478528,-1.265701590738391,-1.7000192928377622,0.279746187950479,-0.24823123856390078,-1.0141535363212233,2.250760536567484,-1.448494551812772,1.7101572712089823,0.150124049826991,-1.8567556489538148,-0.3021021626510524,1.9854978532995324,H
938,-0.2806683283842115,-0.7173506718923509,-1.1340698737321995,-0.8128129328532636,-0.7332564032745396,-1.0071475572762592,-1.732122775366555,-0.3528908067314921,-0.7195186135462112,-0.7629166036787717,-1.0147174817764968,0.5576181667263979,-0.08840628885521573,-0.4245036703163636,-0.3031003499281626,H
939,0.45916868785868914,0.06643518189221564,0.870486605846067,0.09296438291699158,-0.41100210675346527,0.4635881515542987,0.24639927370365058,0.5655296510320234,-0.4994979357600115,0.5384119089829892,-0.7876445856943736,-1.1855511111210661,-0.08840628885521573,1.3065874427281843,-0.11896026461099236,H
940,-0.6505868365056618,-0.32545774500006763,-0.33224728190089303,-1.4468570538924421,-1.2166378480561508,0.279746187950479,-0.24823123856390078,0.045091391632697736,1.9818463748287956,-0.3249084701487153,1.470469214233408,-0.8006955562716261,-1.7962992605743755,-0.40388217283321853,1.92840882988813,A
941,0.08925017973723881,0.458328108784499,-0.33224728190089303,0.3646975776480681,0.7168879310702946,-1.0071475572762592,-1.2374922630990035,-0.16308391212703252,-0.8234172669452499,-0.6486536123231047,-1.4247102108136636,0.4821562932265079,0.002278293713942861,-0.377965966536834,-0.23545705328103889,D
